X1,X2
Louisiana Tech,Mississippi Val.
Santa Clara,Mississippi Val.
Hawaii,Mississippi Val.
Grand Canyon,Mississippi Val.
Ark.-Pine Bluff,Mississippi Val.
Mississippi Val.,Alabama A&M
Alabama St.,Mississippi Val.
Alcorn,Mississippi Val.
Southern U.,Mississippi Val.
Prairie View,Mississippi Val.
Texas Southern,Mississippi Val.
Jackson St.,Mississippi Val.
Grambling,Mississippi Val.
Alabama A&M,Mississippi Val.
Alabama St.,Mississippi Val.
Mississippi Val.,Alcorn
Mississippi Val.,Southern U.
Prairie View,Mississippi Val.
Texas Southern,Mississippi Val.
Mississippi Val.,Jackson St.
Grambling,Mississippi Val.
Ark.-Pine Bluff,Mississippi Val.
Missouri,Central Ark.
Iowa St.,Missouri
Missouri,Kennesaw St.
Missouri,Oregon St.
Kansas St.,Missouri
Temple,Missouri
Missouri,UCF
Missouri,UT Arlington
Missouri,Oral Roberts
Missouri,Xavier
Missouri,Illinois
Missouri,Morehead St.
NA,NA
South Carolina,Missouri
Alabama,Missouri
Missouri,Texas A&M
Arkansas,Missouri
LSU,Missouri
Auburn,Missouri
Missouri,Vanderbilt
Tennessee,Missouri
Texas A&M,Missouri
Missouri,Arkansas
Ole Miss,Missouri
Kentucky,Missouri
Florida,Missouri
Mississippi St.,Missouri
Missouri,South Carolina
Missouri,Georgia
Ole Miss,Missouri
Missouri,Georgia
Auburn,Missouri
Missouri St.,Oral Roberts
Missouri St.,Robert Morris
Missouri St.,Stetson
Nebraska,Missouri St.
Southern California,Missouri St.
Murray St.,Missouri St.
Air Force,Missouri St.
Oregon St.,Missouri St.
Missouri St.,Western Ky.
North Dakota St.,Missouri St.
Arkansas St.,Missouri St.
Missouri St.,Ark.-Pine Bluff
Southern Ill.,Missouri St.
Valparaiso,Missouri St.
Missouri St.,Indiana St.
Missouri St.,Bradley
Evansville,Missouri St.
Drake,Missouri St.
Missouri St.,Loyola Chicago
Missouri St.,Bradley
Missouri St.,Valparaiso
UNI,Missouri St.
Missouri St.,Southern Ill.
Missouri St.,Illinois St.
Missouri St.,Evansville
Missouri St.,Loyola Chicago
UNI,Missouri St.
Missouri St.,Indiana St.
Illinois St.,Missouri St.
Drake,Missouri St.
Bradley,Missouri St.
Lehigh,Monmouth
Colgate,Monmouth
Saint Joseph's,Monmouth
West Virginia,Monmouth
Valparaiso,Monmouth
Cal St. Fullerton,Monmouth
Princeton,Monmouth
Kentucky,Monmouth
Bucknell,Monmouth
Hofstra,Monmouth
Albany (NY),Monmouth
Yale,Monmouth
Monmouth,Penn
Iona,Monmouth
Monmouth,Saint Peter's
Quinnipiac,Monmouth
Monmouth,Manhattan
Monmouth,Siena
Monmouth,Fairfield
Monmouth,Iona
Canisius,Monmouth
Niagara,Monmouth
Monmouth,Siena
Monmouth,Rider
Monmouth,Saint Peter's
Monmouth,Fairfield
Rider,Monmouth
Marist,Monmouth
Canisius,Monmouth
Quinnipiac,Monmouth
Monmouth,Manhattan
Monmouth,Niagara
Monmouth,Quinnipiac
Monmouth,Canisius
Iona,Monmouth
Montana,Georgia St.
Montana,Incarnate Word
Montana,Miami (OH)
Ga. Southern,Montana
Creighton,Montana
UC Irvine,Montana
Montana,North Dakota St.
Arizona,Montana
Montana,South Dakota St.
Montana,Northern Ariz.
Montana,Southern Utah
Montana,Sacramento St.
Portland St.,Montana
Eastern Wash.,Montana
Montana,Northern Colo.
Montana,Idaho
Montana,Idaho St.
Montana,Weber St.
Montana,Montana St.
Montana,Idaho
Montana,Eastern Wash.
Montana,Weber St.
Montana,Idaho St.
Montana,Montana St.
Northern Colo.,Montana
Montana,Southern Utah
Montana,Northern Ariz.
Portland St.,Montana
Montana,Sacramento St.
Montana,Sacramento St.
Montana,Weber St.
NA,NA
Utah St.,Montana St.
Indiana,Montana St.
Colorado St.,Montana St.
UC Santa Barbara,Montana St.
Arkansas,Montana St.
Omaha,Montana St.
Montana St.,North Dakota
Montana St.,Washington St.
Denver,Montana St.
Montana St.,Southern Utah
Northern Ariz.,Montana St.
Montana St.,Portland St.
Montana St.,Sacramento St.
Montana St.,Idaho
Northern Colo.,Montana St.
Eastern Wash.,Montana St.
Weber St.,Montana St.
Montana St.,Idaho St.
Montana,Montana St.
Montana St.,Northern Colo.
Montana St.,Eastern Wash.
Montana St.,Idaho
Montana St.,Idaho St.
Weber St.,Montana St.
Montana,Montana St.
Montana St.,Northern Ariz.
Montana St.,Southern Utah
Sacramento St.,Montana St.
Portland St.,Montana St.
Montana St.,Idaho
Eastern Wash.,Montana St.
UConn,Morehead St.
Syracuse,Morehead St.
Morehead St.,UMKC
Green Bay,Morehead St.
Lipscomb,Morehead St.
Northern Ky.,Morehead St.
Marshall,Morehead St.
Samford,Morehead St.
Wright St.,Morehead St.
Morehead St.,IUPUI
Missouri,Morehead St.
Murray St.,Morehead St.
Austin Peay,Morehead St.
Belmont,Morehead St.
Morehead St.,Tennessee St.
Morehead St.,Southeast Mo. St.
Morehead St.,UT Martin
Morehead St.,Tennessee Tech
Jacksonville St.,Morehead St.
SIUE,Morehead St.
Morehead St.,Eastern Ill.
Tennessee St.,Morehead St.
Belmont,Morehead St.
Morehead St.,Eastern Ky.
Austin Peay,Morehead St.
Jacksonville St.,Morehead St.
Morehead St.,Tennessee Tech
Murray St.,Morehead St.
Morehead St.,Eastern Ky.
Morehead St.,SIUE
Austin Peay,Morehead St.
Villanova,Morgan St.
Saint Francis (PA),Morgan St.
DePaul,Morgan St.
Morgan St.,Navy
George Mason,Morgan St.
Virginia,Morgan St.
Morgan St.,Binghamton
Morgan St.,Towson
Old Dominion,Morgan St.
CSUN,Morgan St.
Morgan St.,UMES
Savannah St.,Morgan St.
South Carolina St.,Morgan St.
Morgan St.,Howard
N.C. A&T,Morgan St.
N.C. Central,Morgan St.
Morgan St.,Bethune-Cookman
Florida A&M,Morgan St.
Coppin St.,Morgan St.
South Carolina St.,Morgan St.
Savannah St.,Morgan St.
Norfolk St.,Morgan St.
Howard,Morgan St.
Morgan St.,Delaware St.
UMES,Morgan St.
Coppin St.,Morgan St.
Coppin St.,Morgan St.
Bryant,Mount St. Mary's
Central Conn. St.,Mount St. Mary's
Mount St. Mary's,Wagner
Fairleigh Dickinson,Mount St. Mary's
Mount St. Mary's,LIU Brooklyn
St. Francis Brooklyn,Mount St. Mary's
Sacred Heart,Mount St. Mary's
Saint Francis (PA),Mount St. Mary's
LIU Brooklyn,Mount St. Mary's
Mount St. Mary's,Sacred Heart
Mount St. Mary's,Robert Morris
Wagner,Mount St. Mary's
Mount St. Mary's,Central Conn. St.
Bryant,Mount St. Mary's
Fairleigh Dickinson,Mount St. Mary's
Mount St. Mary's,St. Francis Brooklyn
Murray St.,Wright St.
Murray St.,Missouri St.
Alabama,Murray St.
Murray St.,Prairie View
Murray St.,Middle Tenn.
Murray St.,Southern Ill.
Murray St.,Jackson St.
Murray St.,Evansville
Auburn,Murray St.
Murray St.,Morehead St.
Murray St.,Eastern Ky.
Murray St.,UT Martin
Murray St.,Southeast Mo. St.
Murray St.,Eastern Ill.
Murray St.,SIUE
Belmont,Murray St.
Murray St.,Tennessee St.
Jacksonville St.,Murray St.
Murray St.,Tennessee Tech
Murray St.,Eastern Ill.
Murray St.,SIUE
Murray St.,Austin Peay
Murray St.,Eastern Ky.
Murray St.,UT Martin
Murray St.,Southeast Mo. St.
Murray St.,Morehead St.
Murray St.,Austin Peay
Murray St.,Jacksonville St.
Murray St.,Belmont
UNC Greensboro,N.C. A&T
Wake Forest,N.C. A&T
Maryland,N.C. A&T
Hofstra,N.C. A&T
Marshall,N.C. A&T
N.C. A&T,Central Conn. St.
Presbyterian,N.C. A&T
N.C. A&T,Tennessee St.
Virginia Tech,N.C. A&T
Minnesota,N.C. A&T
East Carolina,N.C. A&T
N.C. A&T,South Carolina St.
N.C. A&T,Delaware St.
N.C. A&T,UMES
N.C. A&T,Morgan St.
N.C. A&T,Coppin St.
N.C. A&T,N.C. Central
Florida A&M,N.C. A&T
Bethune-Cookman,N.C. A&T
N.C. A&T,Delaware St.
N.C. A&T,UMES
Norfolk St.,N.C. A&T
N.C. A&T,South Carolina St.
N.C. A&T,Savannah St.
N.C. A&T,Florida A&M
N.C. A&T,N.C. Central
N.C. A&T,Coppin St.
N.C. Central,N.C. A&T
Clemson,N.C. Central
Cincinnati,N.C. Central
Bowling Green,N.C. Central
George Mason,N.C. Central
Nicholls St.,N.C. Central
N.C. Central,Southern U.
N.C. Central,McNeese
Appalachian St.,N.C. Central
McNeese,N.C. Central
Coastal Caro.,N.C. Central
Saint Louis,N.C. Central
N.C. Central,Bethune-Cookman
N.C. Central,UMES
N.C. Central,Delaware St.
Coppin St.,N.C. Central
N.C. Central,Morgan St.
N.C. A&T,N.C. Central
N.C. Central,Savannah St.
Bethune-Cookman,N.C. Central
Florida A&M,N.C. Central
N.C. Central,UMES
N.C. Central,Delaware St.
Norfolk St.,N.C. Central
N.C. Central,Howard
N.C. Central,Savannah St.
N.C. Central,South Carolina St.
N.C. A&T,N.C. Central
N.C. Central,Delaware St.
N.C. Central,N.C. A&T
N.C. Central,Norfolk St.
Old Dominion,Navy
Maryland,Navy
Navy,Coppin St.
Navy,Bryant
Morgan St.,Navy
Liberty,Navy
Brown,Navy
Navy,Delaware
Lipscomb,Navy
George Mason,Navy
Cornell,Navy
Navy,Colgate
Navy,Holy Cross
American,Navy
Boston U.,Navy
Navy,Lafayette
Army West Point,Navy
Lehigh,Navy
Holy Cross,Navy
Bucknell,Navy
Navy,Loyola Maryland
Navy,American
Lehigh,Navy
Lafayette,Navy
Navy,Army West Point
Loyola Maryland,Navy
Colgate,Navy
Navy,Bucknell
Navy,Boston U.
Navy,American
Colgate,Navy
NC State,UMES
NC State,UNC Asheville
NC State,Maine
NC State,Saint Peter's
NC State,Mercer
Wisconsin,NC State
NC State,Vanderbilt
NC State,Western Caro.
NC State,Penn St.
NC State,Auburn
NC State,USC Upstate
NC State,Loyola Maryland
NC State,Miami (FL)
North Carolina,NC State
NC State,Pittsburgh
Wake Forest,NC State
NC State,Notre Dame
Louisville,NC State
NC State,Clemson
Virginia,NC State
Virginia Tech,NC State
North Carolina,NC State
NC State,Pittsburgh
NC State,Syracuse
Duke,NC State
NC State,Boston College
NC State,Wake Forest
Florida St.,NC State
Georgia Tech,NC State
NC State,Boston College
NC State,Clemson
Virginia,NC State
Nebraska,Mississippi Val.
Nebraska,Southeastern La.
Nebraska,Seton Hall
Nebraska,Missouri St.
Texas Tech,Nebraska
Nebraska,Western Ill.
Nebraska,Clemson
Nebraska,Illinois
Minnesota,Nebraska
Nebraska,Creighton
Nebraska,Oklahoma St.
Nebraska,Cal St. Fullerton
Maryland,Nebraska
Iowa,Nebraska
Nebraska,Penn St.
Nebraska,Indiana
Michigan St.,Nebraska
Rutgers,Nebraska
Ohio St.,Nebraska
Wisconsin,Nebraska
Illinois,Nebraska
Maryland,Nebraska
Purdue,Nebraska
Nebraska,Minnesota
Nebraska,Northwestern
Penn St.,Nebraska
Purdue,Nebraska
Michigan,Nebraska
Michigan St.,Nebraska
Nebraska,Iowa
Nebraska,Rutgers
Nebraska,Maryland
Wisconsin,Nebraska
Nevada,BYU
Nevada,Pacific
Nevada,Little Rock
Nevada,California Baptist
Nevada,Tulsa
Nevada,Massachusetts
Nevada,Loyola Chicago
Nevada,Southern California
Nevada,Arizona St.
Nevada,Grand Canyon
Nevada,South Dakota St.
Nevada,Akron
Nevada,Utah
Nevada,Utah St.
New Mexico,Nevada
Nevada,San Jose St.
Nevada,Fresno St.
Nevada,Boise St.
Nevada,Air Force
Nevada,Colorado St.
Nevada,UNLV
Nevada,Boise St.
Nevada,Colorado St.
Nevada,New Mexico
Nevada,Wyoming
San Diego St.,Nevada
Nevada,Fresno St.
Nevada,UNLV
Utah St.,Nevada
Nevada,Air Force
Nevada,San Diego St.
Nevada,Boise St.
San Diego St.,Nevada
Massachusetts,New Hampshire
American,New Hampshire
Quinnipiac,New Hampshire
UConn,New Hampshire
Boston U.,New Hampshire
Bryant,New Hampshire
Seton Hall,New Hampshire
Niagara,New Hampshire
Marist,New Hampshire
Fairfield,New Hampshire
Dartmouth,New Hampshire
Binghamton,New Hampshire
New Hampshire,UMass Lowell
Stony Brook,New Hampshire
Vermont,New Hampshire
Hartford,New Hampshire
UMBC,New Hampshire
Albany (NY),New Hampshire
Maine,New Hampshire
UMass Lowell,New Hampshire
Binghamton,New Hampshire
Vermont,New Hampshire
Stony Brook,New Hampshire
Hartford,New Hampshire
New Hampshire,Albany (NY)
UMBC,New Hampshire
New Hampshire,Maine
New Mexico,CSUN
New Mexico,Iona
New Mexico St.,New Mexico
New Mexico,UTEP
New Mexico,Bradley
New Mexico St.,New Mexico
Saint Mary's (CA),New Mexico
Colorado,New Mexico
New Mexico,Central Ark.
North Texas,New Mexico
Penn,New Mexico
New Mexico,Air Force
New Mexico,Nevada
UNLV,New Mexico
Colorado St.,New Mexico
San Diego St.,New Mexico
New Mexico,Wyoming
UNLV,New Mexico
Utah St.,New Mexico
Fresno St.,New Mexico
New Mexico,San Diego St.
Nevada,New Mexico
New Mexico,San Jose St.
Fresno St.,New Mexico
Utah St.,New Mexico
San Jose St.,New Mexico
New Mexico,Colorado St.
New Mexico,Boise St.
Wyoming,New Mexico
New Mexico,Wyoming
Utah St.,New Mexico
New Mexico St.,North Dakota St.
New Mexico St.,UTEP
Saint Mary's (CA),New Mexico St.
New Mexico St.,New Mexico
New Mexico St.,UTEP
New Mexico St.,Washington St.
New Mexico St.,New Mexico
Kansas,New Mexico St.
New Mexico St.,Northern Colo.
New Mexico St.,CSUN
Drake,New Mexico St.
New Mexico St.,Washington St.
New Mexico St.,Colorado St.
California Baptist,New Mexico St.
New Mexico St.,Grand Canyon
New Mexico St.,CSU Bakersfield
New Mexico St.,Seattle U
New Mexico St.,Utah Valley
New Mexico St.,UTRGV
New Mexico St.,UMKC
New Mexico St.,Chicago St.
New Mexico St.,CSU Bakersfield
New Mexico St.,Grand Canyon
New Mexico St.,Utah Valley
New Mexico St.,Seattle U
New Mexico St.,UTRGV
New Mexico St.,UMKC
New Mexico St.,Chicago St.
New Mexico St.,California Baptist
New Mexico St.,Chicago St.
New Mexico St.,UTRGV
New Mexico St.,Grand Canyon
Northwestern,New Orleans
UAB,New Orleans
Louisiana,New Orleans
New Orleans,South Alabama
Tulsa,New Orleans
Pittsburgh,New Orleans
Baylor,New Orleans
Abilene Christian,New Orleans
New Orleans,Houston Baptist
New Orleans,Lamar University
New Orleans,McNeese
New Orleans,SFA
A&M-Corpus Christi,New Orleans
Central Ark.,New Orleans
New Orleans,Incarnate Word
New Orleans,Northwestern St.
New Orleans,Incarnate Word
New Orleans,Northwestern St.
Nicholls St.,New Orleans
New Orleans,A&M-Corpus Christi
New Orleans,Southeastern La.
New Orleans,McNeese
Sam Houston St.,New Orleans
New Orleans,Nicholls St.
Southeastern La.,New Orleans
New Orleans,Lamar University
New Orleans,Sam Houston St.
Abilene Christian,New Orleans
Niagara,St. Bonaventure
Loyola Chicago,Niagara
Niagara,Wyoming
Grambling,Niagara
St. Francis Brooklyn,Niagara
Saint Francis (PA),Niagara
Niagara,Pittsburgh
Niagara,New Hampshire
Niagara,Cornell
Cleveland St.,Niagara
Niagara,Army West Point
Niagara,Norfolk St.
Albany (NY),Niagara
Manhattan,Niagara
Fairfield,Niagara
Niagara,Iona
Rider,Niagara
Siena,Niagara
Niagara,Quinnipiac
Saint Peter's,Niagara
Niagara,Monmouth
Niagara,Canisius
Quinnipiac,Niagara
Marist,Niagara
Iona,Niagara
Manhattan,Niagara
Niagara,Fairfield
Rider,Niagara
Saint Peter's,Niagara
Niagara,Canisius
Siena,Niagara
Monmouth,Niagara
Louisville,Nicholls St.
Washington St.,Nicholls St.
Nicholls St.,Idaho
Baylor,Nicholls St.
Ole Miss,Nicholls St.
Nicholls St.,N.C. Central
Nicholls St.,Western Mich.
Boston U.,Nicholls St.
La.-Monroe,Nicholls St.
Nicholls St.,Northwestern St.
Incarnate Word,Nicholls St.
Nicholls St.,SFA
Nicholls St.,Houston Baptist
McNeese,Nicholls St.
Central Ark.,Nicholls St.
A&M-Corpus Christi,Nicholls St.
Lamar University,Nicholls St.
Southeastern La.,Nicholls St.
Nicholls St.,New Orleans
Abilene Christian,Nicholls St.
Houston Baptist,Nicholls St.
Sam Houston St.,Nicholls St.
Nicholls St.,Central Ark.
NA,NA
New Orleans,Nicholls St.
Nicholls St.,Northwestern St.
Nicholls St.,Southeastern La.
NJIT,Colgate
NJIT,Binghamton
NJIT,Brown
Cornell,NJIT
NJIT,Wagner
NJIT,LIU Brooklyn
NJIT,Drexel
UMass Lowell,NJIT
NJIT,Army West Point
NJIT,St. Francis Brooklyn
NJIT,Fordham
NJIT,Fairleigh Dickinson
Houston,NJIT
NJIT,Duquesne
NJIT,Kennesaw St.
North Ala.,NJIT
Lipscomb,NJIT
NJIT,Jacksonville
NJIT,North Florida
NJIT,Stetson
NJIT,North Ala.
NJIT,FGCU
Liberty,NJIT
Kennesaw St.,NJIT
FGCU,NJIT
North Florida,NJIT
NA,NA
NJIT,Jacksonville
Lipscomb,NJIT
Liberty,NJIT
NJIT,FGCU
Lipscomb,NJIT
Michigan,Norfolk St.
South Carolina,Norfolk St.
Siena,Norfolk St.
Stony Brook,Norfolk St.
Stony Brook,Norfolk St.
Norfolk St.,Hampton
Kent St.,Norfolk St.
Rider,Norfolk St.
Loyola Chicago,Norfolk St.
Norfolk St.,UTEP
ETSU,Norfolk St.
Niagara,Norfolk St.
Norfolk St.,Delaware St.
Norfolk St.,Florida A&M
Norfolk St.,Coppin St.
Norfolk St.,Bethune-Cookman
Norfolk St.,Savannah St.
Norfolk St.,South Carolina St.
Norfolk St.,UMES
Norfolk St.,Howard
Bethune-Cookman,Norfolk St.
Norfolk St.,Florida A&M
Norfolk St.,N.C. Central
Norfolk St.,N.C. A&T
Norfolk St.,Morgan St.
Norfolk St.,Coppin St.
Norfolk St.,Delaware St.
Howard,Norfolk St.
Norfolk St.,South Carolina St.
Norfolk St.,Howard
N.C. Central,Norfolk St.
Samford,North Ala.
Saint Louis,North Ala.
Pittsburgh,North Ala.
Troy,North Ala.
Toledo,North Ala.
Jacksonville St.,North Ala.
UAB,North Ala.
UNC Greensboro,North Ala.
Jacksonville St.,North Ala.
VMI,North Ala.
Gonzaga,North Ala.
Eastern Ill.,North Ala.
North Florida,North Ala.
North Ala.,FGCU
North Ala.,NJIT
North Ala.,Jacksonville
North Ala.,Stetson
Liberty,North Ala.
North Ala.,Kennesaw St.
NJIT,North Ala.
Lipscomb,North Ala.
FGCU,North Ala.
North Florida,North Ala.
Liberty,North Ala.
North Ala.,Kennesaw St.
Stetson,North Ala.
North Ala.,Jacksonville
Lipscomb,North Ala.
North Florida,North Ala.
North Carolina,Wofford
North Carolina,Elon
North Carolina,Stanford
North Carolina,Tennessee Tech
North Carolina,Saint Francis (PA)
Texas,North Carolina
North Carolina,UCLA
Michigan,North Carolina
North Carolina,UNCW
North Carolina,Gonzaga
Kentucky,North Carolina
North Carolina,Davidson
North Carolina,Harvard
North Carolina,Pittsburgh
North Carolina,NC State
Louisville,North Carolina
North Carolina,Notre Dame
North Carolina,Miami (FL)
North Carolina,Virginia Tech
North Carolina,Georgia Tech
North Carolina,Louisville
North Carolina,NC State
North Carolina,Miami (FL)
Virginia,North Carolina
North Carolina,Wake Forest
North Carolina,Duke
North Carolina,Florida St.
North Carolina,Syracuse
North Carolina,Clemson
North Carolina,Boston College
North Carolina,Duke
North Carolina,Louisville
Duke,North Carolina
North Dakota,Milwaukee
Kentucky,North Dakota
Utah Valley,North Dakota
Montana St.,North Dakota
Idaho,North Dakota
UTRGV,North Dakota
North Dakota,Milwaukee
Marquette,North Dakota
UNI,North Dakota
Purdue Fort Wayne,North Dakota
Oral Roberts,North Dakota
North Dakota,Denver
Omaha,North Dakota
North Dakota,Western Ill.
South Dakota St.,North Dakota
North Dakota St.,North Dakota
South Dakota,North Dakota
North Dakota,Western Ill.
Omaha,North Dakota
North Dakota St.,North Dakota
South Dakota St.,North Dakota
North Dakota,Oral Roberts
North Dakota,Denver
North Dakota,Purdue Fort Wayne
South Dakota,North Dakota
Omaha,North Dakota
New Mexico St.,North Dakota St.
North Dakota St.,UC Santa Barbara
Miami (OH),North Dakota St.
Incarnate Word,North Dakota St.
North Dakota St.,Towson
ETSU,North Dakota St.
Gonzaga,North Dakota St.
Drake,North Dakota St.
Iowa St.,North Dakota St.
North Dakota St.,Eastern Wash.
North Dakota St.,Missouri St.
Montana,North Dakota St.
North Dakota St.,South Dakota
Purdue Fort Wayne,North Dakota St.
Omaha,North Dakota St.
North Dakota St.,Western Ill.
Denver,North Dakota St.
North Dakota St.,North Dakota
South Dakota St.,North Dakota St.
North Dakota St.,Oral Roberts
North Dakota St.,Western Ill.
North Dakota St.,North Dakota
North Dakota St.,Denver
North Dakota St.,Oral Roberts
NA,NA
Omaha,North Dakota St.
South Dakota,North Dakota St.
North Dakota St.,Purdue Fort Wayne
North Dakota St.,Oral Roberts
North Dakota St.,Western Ill.
North Dakota St.,Omaha
Dayton,North Florida
Penn St.,North Florida
Wright St.,North Florida
North Florida,Southern Miss.
Jacksonville St.,North Florida
Florida,North Florida
North Florida,Florida A&M
North Florida,Charleston So.
Minnesota,North Florida
FIU,North Florida
North Florida,Charleston So.
Florida St.,North Florida
Auburn,North Florida
North Florida,North Ala.
Lipscomb,North Florida
North Florida,FGCU
North Florida,Stetson
Liberty,North Florida
NJIT,North Florida
Jacksonville,North Florida
FGCU,North Florida
Kennesaw St.,North Florida
Lipscomb,North Florida
North Florida,North Ala.
North Florida,Kennesaw St.
North Florida,NJIT
North Florida,Jacksonville
North Florida,Liberty
North Florida,Stetson
North Florida,North Ala.
Liberty,North Florida
North Texas,Portland
North Texas,Hawaii
North Texas,UMES
North Texas,Maine
North Texas,Saint Peter's
Oklahoma,North Texas
North Texas,Indiana St.
North Texas,UT Arlington
North Texas,New Mexico
North Texas,Ark.-Pine Bluff
North Texas,Rice
North Texas,Louisiana Tech
North Texas,Southern Miss.
North Texas,UTEP
UTSA,North Texas
North Texas,Rice
UAB,North Texas
North Texas,Middle Tenn.
Old Dominion,North Texas
North Texas,Charlotte
North Texas,Marshall
Western Ky.,North Texas
Fla. Atlantic,North Texas
FIU,North Texas
Louisiana Tech,North Texas
Fla. Atlantic,North Texas
Marshall,North Texas
FIU,North Texas
North Texas,FIU
Western Ky.,North Texas
Boston U.,Northeastern
Northeastern,Harvard
Northeastern,Alabama
Virginia Tech,Northeastern
Davidson,Northeastern
Davidson,Northeastern
Northeastern,Bucknell
Northeastern,Eastern Mich.
Syracuse,Northeastern
Northeastern,Oakland
Vermont,Northeastern
Northeastern,St. Bonaventure
Northeastern,Drexel
Delaware,Northeastern
Hofstra,Northeastern
Northeastern,Elon
Northeastern,William & Mary
Northeastern,Col. of Charleston
Northeastern,UNCW
Towson,Northeastern
Northeastern,James Madison
Northeastern,Hofstra
Northeastern,William & Mary
Northeastern,Elon
Northeastern,UNCW
Col. of Charleston,Northeastern
Northeastern,James Madison
Northeastern,Towson
Northeastern,Delaware
Northeastern,Drexel
Northeastern,UNCW
Northeastern,Col. of Charleston
Northeastern,Hofstra
Northern Ariz.,Jacksonville
South Dakota,Northern Ariz.
Northern Ariz.,Omaha
Hawaii,Northern Ariz.
UC Davis,Northern Ariz.
Santa Clara,Northern Ariz.
Utah Valley,Northern Ariz.
San Jose St.,Northern Ariz.
San Francisco,Northern Ariz.
Utah,Northern Ariz.
Montana,Northern Ariz.
Northern Ariz.,Montana St.
Weber St.,Northern Ariz.
Northern Ariz.,Idaho St.
Southern Utah,Northern Ariz.
Sacramento St.,Northern Ariz.
Northern Ariz.,Portland St.
Northern Colo.,Northern Ariz.
Northern Ariz.,Southern Utah
Northern Ariz.,Idaho
Eastern Wash.,Northern Ariz.
Idaho St.,Northern Ariz.
Weber St.,Northern Ariz.
Portland St.,Northern Ariz.
Northern Ariz.,Sacramento St.
Northern Ariz.,Idaho
Eastern Wash.,Northern Ariz.
Montana St.,Northern Ariz.
Montana,Northern Ariz.
Northern Ariz.,Northern Colo.
Sacramento St.,Northern Ariz.
Northern Colo.,Pepperdine
Northern Colo.,Incarnate Word
Texas Tech,Northern Colo.
Northern Colo.,Denver
Northern Colo.,Wyoming
San Diego,Northern Colo.
New Mexico St.,Northern Colo.
Rider,Northern Colo.
SIUE,Northern Colo.
Northern Colo.,Sacramento St.
Northern Colo.,Portland St.
Northern Colo.,Idaho
Northern Colo.,Eastern Wash.
Montana,Northern Colo.
Northern Colo.,Montana St.
Weber St.,Northern Colo.
Northern Colo.,Idaho St.
Northern Colo.,Southern Utah
Northern Colo.,Northern Ariz.
Montana St.,Northern Colo.
Northern Colo.,Portland St.
Northern Colo.,Sacramento St.
Northern Colo.,Idaho
Eastern Wash.,Northern Colo.
Northern Colo.,Montana
Northern Colo.,Weber St.
Northern Colo.,Idaho St.
Northern Colo.,Southern Utah
Northern Ariz.,Northern Colo.
NA,NA
Northern Ky.,Northern Ill.
Northern Ill.,Oral Roberts
James Madison,Northern Ill.
Northern Ill.,Oakland
Green Bay,Northern Ill.
Northern Ill.,UC Davis
Butler,Northern Ill.
Northern Ill.,Western Ill.
Northern Ky.,Northern Ill.
Northern Ill.,Chicago St.
Michigan St.,Northern Ill.
Northern Ill.,Ohio
Northern Ill.,Miami (OH)
Northern Ill.,Akron
Central Mich.,Northern Ill.
Kent St.,Northern Ill.
Northern Ill.,Buffalo
Akron,Northern Ill.
Northern Ill.,Ohio
Toledo,Northern Ill.
Ball St.,Northern Ill.
Eastern Mich.,Northern Ill.
Western Mich.,Northern Ill.
Bowling Green,Northern Ill.
Toledo,Northern Ill.
Northern Ill.,Western Mich.
Eastern Mich.,Northern Ill.
Northern Ill.,Central Mich.
Northern Ill.,Ball St.
Northern Ill.,Ohio
Northern Ill.,Toledo
Bowling Green,Northern Ill.
Northern Ky.,Northern Ill.
Northern Ky.,UNC Asheville
Northern Ky.,Manhattan
Northern Ky.,Coastal Caro.
UCF,Northern Ky.
Northern Ky.,Morehead St.
Northern Ky.,UMBC
Cincinnati,Northern Ky.
Eastern Ky.,Northern Ky.
Northern Ky.,Miami (OH)
Northern Ky.,Northern Ill.
Northern Ky.,IUPUI
Northern Ky.,UIC
Oakland,Northern Ky.
Northern Ky.,Detroit Mercy
Northern Ky.,Wright St.
Northern Ky.,Cleveland St.
Northern Ky.,Youngstown St.
Northern Ky.,Green Bay
Northern Ky.,Milwaukee
IUPUI,Northern Ky.
UIC,Northern Ky.
Northern Ky.,Detroit Mercy
Northern Ky.,Oakland
Wright St.,Northern Ky.
Northern Ky.,Youngstown St.
Cleveland St.,Northern Ky.
Northern Ky.,Milwaukee
Northern Ky.,Green Bay
Northern Ky.,Detroit Mercy
Northern Ky.,Oakland
Northern Ky.,Wright St.
Northwestern,New Orleans
Northwestern,American
Northwestern,Binghamton
Fresno St.,Northwestern
Northwestern,La Salle
Northwestern,Utah
Northwestern,Georgia Tech
Indiana,Northwestern
Michigan,Northwestern
Northwestern,DePaul
Northwestern,Chicago St.
Oklahoma,Northwestern
Northwestern,Columbia
Michigan St.,Northwestern
Northwestern,Illinois
Iowa,Northwestern
Michigan,Northwestern
Northwestern,Rutgers
Northwestern,Indiana
Wisconsin,Northwestern
Maryland,Northwestern
Penn St.,Northwestern
Iowa,Northwestern
Rutgers,Northwestern
Nebraska,Northwestern
Ohio St.,Northwestern
Wisconsin,Northwestern
Minnesota,Northwestern
Illinois,Northwestern
Northwestern,Ohio St.
Purdue,Northwestern
Illinois,Northwestern
SMU,Northwestern St.
BYU,Northwestern St.
Rice,Northwestern St.
Houston,Northwestern St.
